matrix_row_number,No,timestamp,actual_pm25,m2_absolute_error,m3_absolute_error,m3_minus_m2_absolute_error
33,35098,2014-01-02 09:00:00,114.0,252.78431372549016,233.2854826441274,-19.498831081362766
34,35099,2014-01-02 10:00:00,108.0,258.78431372549016,232.41020747192232,-26.374106253567845
35,35100,2014-01-02 11:00:00,102.0,33.31578947368422,54.61129851861574,21.29550904493152
36,35101,2014-01-02 12:00:00,95.0,17.333333333333314,26.9928771715348,9.659543838201486
37,35102,2014-01-02 13:00:00,127.0,22.487804878048777,36.90168149890437,14.41387662085559
38,35103,2014-01-02 14:00:00,125.0,20.487804878048777,35.76051712096904,15.272712242920264
39,35104,2014-01-02 15:00:00,128.0,23.487804878048777,47.836857978799586,24.349053100750808
40,35105,2014-01-02 16:00:00,146.0,41.48780487804878,62.75155370865059,21.263748830601813
41,35106,2014-01-02 17:00:00,165.0,29.68421052631578,35.37208266535592,5.687872139040138
42,35107,2014-01-02 18:00:00,173.0,37.68421052631578,12.92580998397571,-24.75840054234007
43,35108,2014-01-02 19:00:00,195.0,21.575757575757564,36.784395059027986,15.208637483270422
44,35109,2014-01-02 20:00:00,239.0,65.57575757575756,44.6546100856045,-20.92114749015306
45,35110,2014-01-02 21:00:00,232.0,45.287671232876704,32.9252961422747,-12.362375090602
46,35111,2014-01-02 22:00:00,242.0,55.287671232876704,50.38653011813798,-4.901141114738721
47,35112,2014-01-02 23:00:00,269.0,97.78431372549016,77.7135721927038,-20.07074153278637
48,35113,2014-01-03 00:00:00,264.0,116.5,115.23766389176913,-1.262336108230869
49,35114,2014-01-03 01:00:00,220.0,46.575757575757564,55.07550471900083,8.499747143243269
50,35115,2014-01-03 02:00:00,146.0,40.712328767123296,9.807087627136099,-30.905241139987197
51,35116,2014-01-03 03:00:00,34.0,139.42424242424244,131.20541044303278,-8.21883198120966
52,35117,2014-01-03 04:00:00,34.0,152.7123287671233,128.95908394787858,-23.753244819244713
53,35118,2014-01-03 05:00:00,35.0,112.5,117.53426959936584,5.034269599365842
54,35119,2014-01-03 06:00:00,45.0,80.34065934065936,61.305789720706954,-19.034869619952403
55,35120,2014-01-03 07:00:00,43.0,1.4565217391304373,43.35210545835044,41.89558371922
56,35121,2014-01-03 08:00:00,43.0,80.94029850746269,71.55761581802544,-9.382682689437246
57,35122,2014-01-03 09:00:00,36.0,8.456521739130437,22.207836903323177,13.75131516419274
58,35123,2014-01-03 10:00:00,36.0,24.071428571428573,7.834801983106125,-16.236626588322448
59,35124,2014-01-03 11:00:00,23.0,11.071428571428573,1.0816972135803873,-9.989731357848186
60,35125,2014-01-03 12:00:00,25.0,13.071428571428573,0.13368331135283995,-12.937745260075733
61,35126,2014-01-03 13:00:00,29.0,8.172413793103448,3.432142449986518,-4.74027134311693
62,35127,2014-01-03 14:00:00,26.0,6.70967741935484,10.772367062581182,4.062689643226342
63,35128,2014-01-03 15:00:00,21.0,15.90625,15.499872963520325,-0.40637703647967527
64,35129,2014-01-03 16:00:00,25.0,16.0,27.810389506794863,11.810389506794863
65,35130,2014-01-03 17:00:00,31.0,10.0,14.968547915487633,4.968547915487633
66,35131,2014-01-03 18:00:00,43.0,6.09375,10.830168868555539,4.736418868555539
67,35132,2014-01-03 19:00:00,46.0,9.09375,3.7568590064660228,-5.336890993533977
68,35133,2014-01-03 20:00:00,50.0,75.34065934065936,24.035435931187635,-51.30522340947172
69,35134,2014-01-03 21:00:00,68.0,23.543478260869563,43.28060203453691,19.73712377366735
70,35135,2014-01-03 22:00:00,60.0,63.940298507462686,90.07223360347976,26.131935096017074
71,35136,2014-01-03 23:00:00,103.0,83.7123287671233,99.55650445727474,15.844175690151445
72,35137,2014-01-04 00:00:00,85.0,281.78431372549016,252.508881047471,-29.275432678019172
73,35138,2014-01-04 01:00:00,86.0,280.78431372549016,256.4515357300533,-24.332777995436857
74,35139,2014-01-04 02:00:00,89.0,277.78431372549016,255.50728684099715,-22.27702688449301
75,35140,2014-01-04 03:00:00,77.0,289.78431372549016,264.61026512565775,-25.174048599832417
76,35141,2014-01-04 04:00:00,77.0,114.40740740740745,130.3508582948886,15.943450887481163
77,35142,2014-01-04 05:00:00,75.0,116.40740740740745,126.07212604542758,9.664718638020133
78,35143,2014-01-04 06:00:00,80.0,111.40740740740745,131.13927698558942,19.73186957818197
79,35144,2014-01-04 07:00:00,86.0,280.78431372549016,287.65591596755365,6.871602242063489
80,35145,2014-01-04 08:00:00,95.0,271.78431372549016,272.5767937438366,0.7924800183464527
81,35146,2014-01-04 09:00:00,101.0,265.78431372549016,240.56139161560316,-25.22292210988701
82,35147,2014-01-04 10:00:00,132.0,234.78431372549016,209.0923536033078,-25.691960122182365
83,35148,2014-01-04 11:00:00,153.0,213.78431372549016,186.7938689817126,-26.990444743777573
84,35149,2014-01-04 12:00:00,173.0,193.78431372549016,168.59966814844006,-25.184645577050105
85,35150,2014-01-04 13:00:00,178.0,188.78431372549016,169.81662543808068,-18.967688287409487
86,35151,2014-01-04 14:00:00,176.0,190.78431372549016,161.47346533259451,-29.31084839289565
87,35152,2014-01-04 15:00:00,209.0,157.78431372549016,129.47364613884298,-28.310667586647185
88,35153,2014-01-04 16:00:00,219.0,147.78431372549016,119.94232628380348,-27.841987441686683
89,35154,2014-01-04 17:00:00,224.0,142.78431372549016,122.81644463183227,-19.967869093657896
90,35155,2014-01-04 18:00:00,212.0,25.287671232876704,16.589911546855404,-8.6977596860213
91,35156,2014-01-04 19:00:00,221.0,73.5,23.230618474491877,-50.26938152550812
92,35157,2014-01-04 20:00:00,221.0,29.592592592592553,10.121930328413043,-19.47066226417951
93,35158,2014-01-04 21:00:00,217.0,21.64705882352942,30.047413661100933,8.400354837571513
94,35159,2014-01-04 22:00:00,203.0,58.64285714285717,39.613298832352996,-19.02955831050417
95,35160,2014-01-04 23:00:00,221.0,29.592592592592553,4.048498918914106,-25.544093673678447
96,35161,2014-01-05 00:00:00,192.0,0.5925925925925526,41.7080452179147,41.11545262532215
97,35162,2014-01-05 01:00:00,183.0,8.407407407407447,25.69362616548679,17.286218758079343
98,35163,2014-01-05 02:00:00,175.0,16.407407407407447,58.49636320933732,42.08895580192987
99,35164,2014-01-05 03:00:00,177.0,14.407407407407447,12.610002546133302,-1.7974048612741456
100,35165,2014-01-05 04:00:00,183.0,261.31578947368416,28.014136716960536,-233.30165275672363
101,35166,2014-01-05 05:00:00,155.0,289.31578947368416,33.011406962804784,-256.30438251087935
102,35167,2014-01-05 06:00:00,151.0,45.75,7.983339926740683,-37.76666007325932
103,35168,2014-01-05 07:00:00,137.0,87.5,25.657292199457345,-61.842707800542655
104,35169,2014-01-05 08:00:00,109.0,12.588235294117638,4.69506213069252,-7.893173163425118
105,35170,2014-01-05 09:00:00,140.0,94.6923076923077,51.26827856742584,-43.424029124881855
106,35171,2014-01-05 10:00:00,117.0,71.6923076923077,60.70563084858492,-10.986676843722776
107,35172,2014-01-05 11:00:00,128.0,107.82608695652173,103.08381778457893,-4.742269171942809
108,35173,2014-01-05 12:00:00,54.0,9.543478260869563,0.45733334184660634,-9.086144919022956
109,35174,2014-01-05 13:00:00,34.0,10.456521739130437,11.68551375797015,1.2289920188397119
110,35175,2014-01-05 14:00:00,32.0,4.823529411764714,4.09902727476247,-0.7245021370022435
111,35176,2014-01-05 15:00:00,28.0,0.8235294117647136,0.2888821708631717,-0.5346472409015419
112,35177,2014-01-05 16:00:00,29.0,1.8235294117647136,10.741931792640578,8.918402380875865
113,35178,2014-01-05 17:00:00,37.0,18.285714285714292,53.620014147573514,35.33429986185922
114,35179,2014-01-05 18:00:00,46.0,9.285714285714292,38.193932263893856,28.908217978179565
115,35180,2014-01-05 19:00:00,54.0,11.692307692307708,87.89153119508282,76.19922350277511
116,35181,2014-01-05 20:00:00,53.0,56.69230769230771,70.2029606221602,13.510652929852498
117,35182,2014-01-05 21:00:00,47.0,76.94029850746269,71.39470588924515,-5.54559261821754
118,35183,2014-01-05 22:00:00,112.0,5.400000000000006,14.025763982782081,8.625763982782075
119,35184,2014-01-05 23:00:00,125.0,7.599999999999994,10.781605837678654,3.18160583767866
120,35185,2014-01-06 00:00:00,128.0,145.96899224806197,137.49265354691363,-8.476338701148336
121,35186,2014-01-06 01:00:00,126.0,90.74683544303798,97.78360452727082,7.036769084232844
122,35187,2014-01-06 02:00:00,153.0,63.74683544303798,68.18731699731663,4.440481554278648
123,35188,2014-01-06 03:00:00,157.0,59.74683544303798,66.31649414428037,6.569658701242389
124,35189,2014-01-06 04:00:00,144.0,72.74683544303798,94.61550486226261,21.86866941922463
125,35190,2014-01-06 05:00:00,138.0,78.74683544303798,96.17551960391759,17.428684160879612
126,35191,2014-01-06 06:00:00,128.0,88.74683544303798,114.71071349165402,25.96387804861604
127,35192,2014-01-06 07:00:00,126.0,90.74683544303798,116.71071349165402,25.96387804861604
128,35193,2014-01-06 08:00:00,126.0,90.74683544303798,115.22300706963563,24.476171626597647
129,35194,2014-01-06 09:00:00,159.0,57.74683544303798,65.14547281307489,7.398637370036909
130,35195,2014-01-06 10:00:00,149.0,67.74683544303798,67.48647194914344,-0.2603634938945447
131,35196,2014-01-06 11:00:00,123.0,93.74683544303798,109.24959322325881,15.502757780220833
132,35197,2014-01-06 12:00:00,150.0,216.78431372549016,114.94543130824263,-101.83888241724753
133,35198,2014-01-06 13:00:00,146.0,220.78431372549016,105.22553443980385,-115.55877928568631
134,35199,2014-01-06 14:00:00,145.0,39.0,56.508410913408255,17.508410913408255
135,35200,2014-01-06 15:00:00,160.0,24.0,1.3322499611017804,-22.66775003889822
136,35201,2014-01-06 16:00:00,148.0,57.333333333333314,34.82461585127331,-22.508717482060007
137,35202,2014-01-06 17:00:00,156.0,65.33333333333331,41.451910729287206,-23.881422604046108
138,35203,2014-01-06 18:00:00,158.0,67.33333333333331,58.6402606505567,-8.693072682776616
139,35204,2014-01-06 19:00:00,167.0,199.78431372549016,176.83103605875914,-22.953277666731026
140,35205,2014-01-06 20:00:00,171.0,195.78431372549016,168.17751320292314,-27.606800522567028
141,35206,2014-01-06 21:00:00,177.0,189.78431372549016,164.0923536033078,-25.691960122182365
142,35207,2014-01-06 22:00:00,185.0,181.78431372549016,156.0923536033078,-25.691960122182365
143,35208,2014-01-06 23:00:00,201.0,165.78431372549016,141.59984895468847,-24.184464770801696
144,35209,2014-01-07 00:00:00,217.0,149.78431372549016,125.59984895468847,-24.184464770801696
145,35210,2014-01-07 01:00:00,208.0,158.78431372549016,135.83103605875914,-22.953277666731026
146,35211,2014-01-07 02:00:00,204.0,162.78431372549016,171.28058552060992,8.496271795119753
147,35212,2014-01-07 03:00:00,213.0,153.78431372549016,160.65591596755365,6.871602242063489
148,35213,2014-01-07 04:00:00,256.0,110.78431372549016,111.85397643377058,1.0696627082804184
149,35214,2014-01-07 05:00:00,211.0,155.78431372549016,154.80965165224137,-0.9746620732487941
150,35215,2014-01-07 06:00:00,203.0,11.592592592592553,27.846099048679207,16.253506456086654
151,35216,2014-01-07 07:00:00,212.0,154.78431372549016,154.1330822887527,-0.6512314367374756
152,35217,2014-01-07 08:00:00,205.0,161.78431372549016,123.62785550434091,-38.15645822114925
153,35218,2014-01-07 09:00:00,196.0,20.74683544303798,27.302609563341832,6.555774120303852
154,35219,2014-01-07 10:00:00,182.0,156.52631578947367,80.14202131969705,-76.38429446977662
155,35220,2014-01-07 11:00:00,124.0,57.33333333333333,3.514889193306942,-53.818444140026386
156,35221,2014-01-07 12:00:00,102.0,57.54347826086956,42.43768471023486,-15.1057935506347
157,35222,2014-01-07 13:00:00,77.0,46.5,43.682771154346455,-2.8172288456535455
158,35223,2014-01-07 14:00:00,48.0,15.700000000000003,20.582045214955325,4.882045214955323
159,35224,2014-01-07 15:00:00,38.0,9.627450980392162,1.1641555842655436,-8.463295396126618
160,35225,2014-01-07 16:00:00,31.0,32.29411764705882,23.893528247587653,-8.400589399471166
161,35226,2014-01-07 17:00:00,27.0,36.29411764705882,45.20747535565286,8.913357708594042
162,35227,2014-01-07 18:00:00,33.0,4.627450980392162,25.87607134773367,21.24862036734151
163,35228,2014-01-07 19:00:00,35.0,6.627450980392162,12.130156746288002,5.50270576589584
164,35229,2014-01-07 20:00:00,29.0,29.98344370860928,19.525239022317066,-10.458204686292213
165,35230,2014-01-07 21:00:00,24.0,0.8888888888888893,6.686696623621039,5.7978077347321495
166,35231,2014-01-07 22:00:00,26.0,1.1111111111111107,1.7906139039816438,0.6795027928705331
167,35232,2014-01-07 23:00:00,11.0,9.5,14.00170775013969,4.5017077501396905
168,35233,2014-01-08 00:00:00,14.0,6.5,8.35419701792905,1.8541970179290495
169,35234,2014-01-08 01:00:00,12.0,8.5,10.011298018795227,1.5112980187952267
170,35235,2014-01-08 02:00:00,9.0,11.5,12.229678680132814,0.7296786801328139
171,35236,2014-01-08 03:00:00,11.0,5.581395348837212,6.558880876488434,0.977485527651222
172,35237,2014-01-08 04:00:00,15.0,1.5813953488372121,1.7567522552047343,0.17535690636752221
173,35238,2014-01-08 05:00:00,13.0,16.466666666666665,17.76719772893382,1.3005310622671544
174,35239,2014-01-08 06:00:00,15.0,14.466666666666665,10.967645049742426,-3.4990216169242387
175,35240,2014-01-08 07:00:00,17.0,4.849056603773583,9.281083983981713,4.43202738020813
176,35241,2014-01-08 08:00:00,19.0,2.849056603773583,6.24454841376021,3.395491809986627
177,35242,2014-01-08 09:00:00,18.0,3.849056603773583,5.240570936815871,1.3915143330422879
178,35243,2014-01-08 10:00:00,21.0,4.588235294117652,2.8184872230317026,-1.7697480710859494
179,35244,2014-01-08 11:00:00,17.0,10.058823529411764,13.249815814606013,3.1909922851942483
180,35245,2014-01-08 12:00:00,22.0,5.588235294117652,1.7407608997683397,-3.8474743943493124
181,35246,2014-01-08 13:00:00,23.0,1.8888888888888893,0.5717956450982911,-1.3170932437905982
182,35247,2014-01-08 14:00:00,16.0,8.88888888888889,7.623585393015407,-1.2653034958734821
183,35248,2014-01-08 15:00:00,22.0,2.8888888888888893,1.4844049749768082,-1.404483913912081
184,35249,2014-01-08 16:00:00,18.0,6.888888888888889,5.5984642443067365,-1.2904246445821528
185,35250,2014-01-08 17:00:00,17.0,0.4186046511627879,1.3836465330537386,0.9650418818909507
186,35251,2014-01-08 18:00:00,21.0,4.418604651162788,3.818995580441026,-0.5996090707217618
187,35252,2014-01-08 19:00:00,23.0,8.75,3.9405963301158984,-4.809403669884102
188,35253,2014-01-08 20:00:00,22.0,5.418604651162788,1.4872594436962139,-3.931345207466574
189,35254,2014-01-08 21:00:00,21.0,4.418604651162788,0.41438719163964066,-4.004217459523147
190,35255,2014-01-08 22:00:00,23.0,4.399999999999999,7.796595400130233,3.3965954001302343
191,35256,2014-01-08 23:00:00,53.0,23.533333333333335,18.445431621244914,-5.087901712088421
192,35257,2014-01-09 00:00:00,66.0,26.588235294117645,35.80963667557127,9.221401381453624
193,35258,2014-01-09 01:00:00,52.0,4.899999999999999,12.781488266564544,7.881488266564546
194,35259,2014-01-09 02:00:00,30.0,17.1,3.20590770833806,-13.894092291661941
195,35260,2014-01-09 03:00:00,10.0,37.1,27.7870150387387,-9.3129849612613
196,35261,2014-01-09 04:00:00,10.0,18.764705882352942,19.229599573580533,0.4648936912275907
197,35262,2014-01-09 05:00:00,13.0,7.5,9.47695927950813,1.9769592795081294
198,35263,2014-01-09 06:00:00,11.0,9.5,12.689420535386624,3.189420535386624
199,35264,2014-01-09 07:00:00,14.0,19.983333333333327,10.881490631340732,-9.101842701992595
200,35265,2014-01-09 08:00:00,20.0,13.983333333333327,5.218725998177391,-8.764607335155937
201,35266,2014-01-09 09:00:00,22.0,1.5,0.5060406488939613,-0.9939593511060387
202,35267,2014-01-09 10:00:00,23.0,2.5,0.22143050350933535,-2.2785694964906646
203,35268,2014-01-09 11:00:00,20.0,3.418604651162788,0.1667168480017125,-3.2518878031610754
204,35269,2014-01-09 12:00:00,17.0,0.4186046511627879,0.7002980235538949,0.28169337239110703
205,35270,2014-01-09 13:00:00,14.0,2.581395348837212,2.583361055517596,0.001965706680383761
206,35271,2014-01-09 14:00:00,10.0,7.0,6.601090049174193,-0.39890995082580716
207,35272,2014-01-09 15:00:00,10.0,7.0,6.529322625722244,-0.4706773742777557
208,35273,2014-01-09 16:00:00,27.0,10.0,10.554706721435199,0.5547067214351991
209,35274,2014-01-09 17:00:00,44.0,1.4210526315789451,1.3944474343688853,-0.026605197210059828
210,35275,2014-01-09 18:00:00,53.0,10.421052631578945,9.244534626521123,-1.1765180050578223
211,35276,2014-01-09 19:00:00,59.0,16.421052631578945,9.123143624708064,-7.297909006870881
212,35277,2014-01-09 20:00:00,56.0,13.944444444444436,0.9756197981588954,-12.96882464628554
213,35278,2014-01-09 21:00:00,58.0,15.944444444444436,9.328641963005026,-6.61580248143941
214,35279,2014-01-09 22:00:00,66.0,36.30769230769231,24.7095053147206,-11.598186992971705
215,35280,2014-01-09 23:00:00,73.0,3.0,0.9918913803480365,-2.0081086196519635
216,35281,2014-01-10 00:00:00,83.0,7.0,16.114750033251966,9.114750033251966
217,35282,2014-01-10 01:00:00,81.0,5.0,8.304788810873077,3.3047888108730774
218,35283,2014-01-10 02:00:00,91.0,29.285714285714285,19.502021500337023,-9.783692785377262
219,35284,2014-01-10 03:00:00,104.0,61.27272727272727,44.100133692262936,-17.172593580464337
220,35285,2014-01-10 04:00:00,88.0,26.285714285714285,20.32836507748509,-5.957349208229196
221,35286,2014-01-10 05:00:00,85.0,23.285714285714285,9.02649232205853,-14.259221963655754
222,35287,2014-01-10 06:00:00,66.0,4.285714285714285,5.501606926033702,1.2158926403194172
223,35288,2014-01-10 07:00:00,47.0,26.933333333333334,15.782462065138162,-11.150871268195171
224,35289,2014-01-10 08:00:00,70.0,27.272727272727273,13.149252741892134,-14.12347453083514
225,35290,2014-01-10 09:00:00,61.0,37.3125,0.7112683549937984,-36.6012316450062
226,35291,2014-01-10 10:00:00,47.0,17.30769230769231,10.401647199240315,-6.906045108451995
227,35292,2014-01-10 11:00:00,61.0,21.6,30.23785231631618,8.637852316316177
228,35293,2014-01-10 12:00:00,69.0,29.6,35.12197153154259,5.52197153154259
229,35294,2014-01-10 13:00:00,66.0,23.421052631578945,31.231146539148057,7.810093907569112
230,35295,2014-01-10 14:00:00,63.0,20.421052631578945,19.338616906475714,-1.082435725103231
231,35296,2014-01-10 15:00:00,43.0,0.4210526315789451,8.550750509131625,8.12969787755268
232,35297,2014-01-10 16:00:00,48.0,5.421052631578945,12.76257049978583,7.341517868206886
233,35298,2014-01-10 17:00:00,67.0,24.421052631578945,26.839781142962025,2.4187285113830796
234,35299,2014-01-10 18:00:00,87.0,44.421052631578945,46.04078383779657,1.6197312062176223
235,35300,2014-01-10 19:00:00,127.0,84.42105263157895,78.74185624503585,-5.679196386543097
236,35301,2014-01-10 20:00:00,126.0,86.6,77.9832361244268,-8.616763875573199
237,35302,2014-01-10 21:00:00,126.0,86.6,85.37612255458288,-1.2238774454171164
238,35303,2014-01-10 22:00:00,106.0,13.375,54.325948049267105,40.950948049267105
239,35304,2014-01-10 23:00:00,104.0,5.6875,34.55937825067551,28.871878250675508
240,35305,2014-01-11 00:00:00,118.0,19.6875,48.36971804041872,28.682218040418718
241,35306,2014-01-11 01:00:00,141.0,42.6875,47.84701673356287,5.159516733562867
242,35307,2014-01-11 02:00:00,199.0,100.6875,108.7153230557557,8.027823055755704
243,35308,2014-01-11 03:00:00,262.0,163.6875,189.61957140534994,25.932071405349944
244,35309,2014-01-11 04:00:00,234.0,135.6875,168.08463356091755,32.39713356091755
245,35310,2014-01-11 05:00:00,221.0,122.6875,144.47465882751945,21.78715882751945
246,35311,2014-01-11 06:00:00,177.0,49.0625,105.96213138545477,56.89963138545477
247,35312,2014-01-11 07:00:00,135.0,59.0,67.43380491418732,8.43380491418732
248,35313,2014-01-11 08:00:00,108.0,9.6875,34.820236330962985,25.132736330962985
249,35314,2014-01-11 09:00:00,97.0,38.01655629139072,33.592472807134826,-4.424083484255895
250,35315,2014-01-11 10:00:00,87.0,47.6,45.41443538209221,-2.1855646179077937
251,35316,2014-01-11 11:00:00,85.0,45.6,47.39114538068887,1.7911453806888673
252,35317,2014-01-11 12:00:00,81.0,38.421052631578945,47.51778777526203,9.096735143683084
253,35318,2014-01-11 13:00:00,82.0,39.421052631578945,46.93918234512159,7.518129713542642
254,35319,2014-01-11 14:00:00,81.0,38.421052631578945,47.22178831738523,8.800735685806288
255,35320,2014-01-11 15:00:00,111.0,68.42105263157895,78.9324668008474,10.511414169268448
256,35321,2014-01-11 16:00:00,143.0,100.42105263157895,108.8710754009755,8.450022769396554
257,35322,2014-01-11 17:00:00,153.0,110.42105263157895,109.56070377335661,-0.8603488582223378
258,35323,2014-01-11 18:00:00,189.0,147.8679245283019,146.16832878664258,-1.6995957416593228
259,35324,2014-01-11 19:00:00,244.0,179.6,183.04222693795975,3.4422269379597594
260,35325,2014-01-11 20:00:00,273.0,214.0165562913907,211.73102587800767,-2.285530413383043
261,35326,2014-01-11 21:00:00,218.0,159.0165562913907,156.6718702371083,-2.3446860542824197
262,35327,2014-01-11 22:00:00,227.0,134.375,159.52435555383676,25.149355553836756
263,35328,2014-01-11 23:00:00,95.0,2.5333333333333172,39.855808518505675,37.32247518517236
264,35329,2014-01-12 00:00:00,20.0,19.4,7.895572760169554,-11.504427239830445
265,35335,2014-01-12 06:00:00,12.0,4.581395348837212,5.779277500287787,1.1978821514505746
266,35336,2014-01-12 07:00:00,12.0,4.581395348837212,5.750958283899397,1.169562935062185
267,35337,2014-01-12 08:00:00,17.0,10.058823529411764,9.312304707920013,-0.7465188214917511
268,35338,2014-01-12 09:00:00,33.0,3.533333333333335,9.487977223978586,5.954643890645251
269,35339,2014-01-12 10:00:00,22.0,5.588235294117652,2.2548927714757596,-3.3333425226418925
270,35340,2014-01-12 11:00:00,20.0,9.466666666666665,2.001597448579531,-7.465069218087134
271,35341,2014-01-12 12:00:00,10.0,17.058823529411764,15.253518683907934,-1.80530484550383
272,35342,2014-01-12 13:00:00,14.0,2.411764705882348,5.493092788358933,3.0813280824765847
273,35343,2014-01-12 14:00:00,12.0,4.411764705882348,7.050346483426701,2.6385817775443527
274,35344,2014-01-12 15:00:00,12.0,4.411764705882348,9.287105627257532,4.875340921375184
275,35345,2014-01-12 16:00:00,8.0,16.88888888888889,17.886368428515087,0.9974795396261982
276,35346,2014-01-12 17:00:00,19.0,8.058823529411764,3.2426972211003573,-4.816126308311407
277,35347,2014-01-12 18:00:00,40.0,23.588235294117652,13.52309917866793,-10.065136115449722
278,35348,2014-01-12 19:00:00,37.0,20.588235294117652,9.385711349080566,-11.202523945037086
279,35349,2014-01-12 20:00:00,42.0,14.941176470588236,6.459717241996437,-8.481459228591799
280,35350,2014-01-12 21:00:00,56.0,28.941176470588236,21.96868776095225,-6.972488709635986
281,35351,2014-01-12 22:00:00,62.0,40.15094339622642,20.32032548479728,-19.830617911429137
282,35352,2014-01-12 23:00:00,57.0,37.69565217391304,13.624520479310377,-24.071131694602663
283,35353,2014-01-13 00:00:00,57.0,4.923076923076927,16.094139509992743,11.171062586915816
284,35354,2014-01-13 01:00:00,75.0,35.07142857142857,20.722154702392892,-14.349273869035677
285,35355,2014-01-13 02:00:00,96.0,40.1,57.89334614494422,17.793346144944216
286,35356,2014-01-13 03:00:00,110.0,48.07692307692307,70.03232261145281,21.95539953452974
287,35357,2014-01-13 04:00:00,97.0,49.9,54.459989127662546,4.559989127662547
288,35358,2014-01-13 05:00:00,105.0,57.9,62.546716697367735,4.6467166973677365
289,35359,2014-01-13 06:00:00,84.0,11.909090909090907,27.66257098870743,15.753480079616523
290,35360,2014-01-13 07:00:00,106.0,46.285714285714285,54.8024362791405,8.516721993426216
291,35361,2014-01-13 08:00:00,112.0,52.285714285714285,56.53772837001621,4.252014084301926
292,35362,2014-01-13 09:00:00,120.0,58.07692307692307,74.68869433350223,16.611771256579154
293,35363,2014-01-13 10:00:00,117.0,83.9,75.54321101679297,-8.35678898320704
294,35364,2014-01-13 11:00:00,118.0,79.66666666666666,76.83168507076203,-2.8349815959046225
295,35365,2014-01-13 12:00:00,106.0,47.01655629139072,51.64822720875093,4.631670917360211
296,35366,2014-01-13 13:00:00,96.0,53.421052631578945,57.24233311377604,3.8212804821970963
297,35367,2014-01-13 14:00:00,82.0,39.421052631578945,42.193815067842934,2.7727624362639887
298,35368,2014-01-13 15:00:00,63.0,20.421052631578945,24.291258143535174,3.870205511956229
299,35369,2014-01-13 16:00:00,79.0,36.421052631578945,42.79413487278856,6.373082241209616
