station,event_id,start_timestamp,end_timestamp,duration_hours,actual_mean,actual_peak,peak_timestamp
Aotizhongxin,31,2016-12-29T23:00:00,2016-12-30T03:00:00,5,324.6,408.0,2016-12-30T01:00:00
Aotizhongxin,32,2016-12-30T19:00:00,2016-12-31T05:00:00,11,323.0,353.0,2016-12-30T19:00:00
Aotizhongxin,33,2016-12-31T15:00:00,2017-01-02T03:00:00,37,446.918919,568.0,2017-01-01T15:00:00
Aotizhongxin,34,2017-01-02T15:00:00,2017-01-02T16:00:00,2,263.5,267.0,2017-01-02T15:00:00
Aotizhongxin,35,2017-01-03T01:00:00,2017-01-03T07:00:00,7,289.0,305.0,2017-01-03T05:00:00
Aotizhongxin,36,2017-01-03T16:00:00,2017-01-04T11:00:00,20,414.15,500.0,2017-01-04T06:00:00
Aotizhongxin,37,2017-01-04T14:00:00,2017-01-04T23:00:00,10,331.7,380.0,2017-01-04T22:00:00
Aotizhongxin,38,2017-01-05T05:00:00,2017-01-05T12:00:00,8,276.75,336.0,2017-01-05T06:00:00
Aotizhongxin,39,2017-01-25T23:00:00,2017-01-26T07:00:00,9,286.222222,326.0,2017-01-26T04:00:00
Aotizhongxin,40,2017-01-26T09:00:00,2017-01-26T12:00:00,4,259.75,270.0,2017-01-26T11:00:00
Aotizhongxin,41,2017-01-27T23:00:00,2017-01-28T12:00:00,14,470.785714,713.0,2017-01-28T05:00:00
Aotizhongxin,42,2017-01-28T17:00:00,2017-01-28T18:00:00,2,246.5,247.0,2017-01-28T17:00:00
Aotizhongxin,43,2017-01-28T21:00:00,2017-01-29T01:00:00,5,285.4,307.0,2017-01-28T23:00:00
Aotizhongxin,44,2017-02-03T19:00:00,2017-02-04T14:00:00,20,306.3,359.0,2017-02-04T06:00:00
Aotizhongxin,45,2017-02-04T16:00:00,2017-02-04T19:00:00,4,303.0,348.0,2017-02-04T17:00:00
Aotizhongxin,46,2017-02-14T22:00:00,2017-02-15T01:00:00,4,261.25,277.0,2017-02-15T00:00:00
Aotizhongxin,47,2017-02-15T10:00:00,2017-02-15T12:00:00,3,253.0,265.0,2017-02-15T12:00:00
Aotizhongxin,48,2017-02-15T17:00:00,2017-02-16T07:00:00,15,275.4,299.0,2017-02-16T01:00:00
Changping,1,2016-03-03T13:00:00,2016-03-04T19:00:00,31,311.806452,392.0,2016-03-04T15:00:00
Changping,2,2016-03-16T18:00:00,2016-03-16T22:00:00,5,248.2,251.0,2016-03-16T21:00:00
Changping,3,2016-03-17T00:00:00,2016-03-17T01:00:00,2,273.5,293.0,2016-03-17T00:00:00
Changping,4,2016-03-17T04:00:00,2016-03-17T05:00:00,2,254.5,255.0,2016-03-17T05:00:00
Changping,5,2016-03-17T09:00:00,2016-03-17T09:00:00,1,257.0,257.0,2016-03-17T09:00:00
Changping,6,2016-03-17T13:00:00,2016-03-18T07:00:00,19,269.578947,290.0,2016-03-17T20:00:00
Changping,7,2016-05-01T20:00:00,2016-05-01T21:00:00,2,253.5,261.0,2016-05-01T21:00:00
Changping,8,2016-05-06T01:00:00,2016-05-06T02:00:00,2,270.0,290.0,2016-05-06T01:00:00
Changping,9,2016-10-14T12:00:00,2016-10-15T01:00:00,14,306.5,380.0,2016-10-14T20:00:00
Changping,10,2016-10-15T15:00:00,2016-10-15T15:00:00,1,252.0,252.0,2016-10-15T15:00:00
Changping,11,2016-10-19T18:00:00,2016-10-19T21:00:00,4,267.0,282.0,2016-10-19T19:00:00
Changping,12,2016-10-20T03:00:00,2016-10-20T05:00:00,3,253.666667,255.0,2016-10-20T03:00:00
Changping,13,2016-11-03T19:00:00,2016-11-03T21:00:00,3,265.0,278.0,2016-11-03T20:00:00
Changping,14,2016-11-04T11:00:00,2016-11-04T19:00:00,9,285.111111,303.0,2016-11-04T18:00:00
Changping,15,2016-11-05T11:00:00,2016-11-05T11:00:00,1,256.0,256.0,2016-11-05T11:00:00
Changping,16,2016-11-09T22:00:00,2016-11-09T22:00:00,1,250.0,250.0,2016-11-09T22:00:00
Changping,17,2016-11-10T00:00:00,2016-11-10T00:00:00,1,273.0,273.0,2016-11-10T00:00:00
Changping,18,2016-11-10T13:00:00,2016-11-10T13:00:00,1,248.0,248.0,2016-11-10T13:00:00
Changping,19,2016-11-18T21:00:00,2016-11-18T21:00:00,1,249.0,249.0,2016-11-18T21:00:00
Changping,20,2016-11-26T11:00:00,2016-11-26T11:00:00,1,257.0,257.0,2016-11-26T11:00:00
Changping,21,2016-12-03T22:00:00,2016-12-03T22:00:00,1,269.0,269.0,2016-12-03T22:00:00
Changping,22,2016-12-11T22:00:00,2016-12-11T22:00:00,1,246.0,246.0,2016-12-11T22:00:00
Changping,23,2016-12-12T13:00:00,2016-12-12T14:00:00,2,249.0,249.0,2016-12-12T13:00:00
Changping,24,2016-12-12T16:00:00,2016-12-12T22:00:00,7,279.857143,297.0,2016-12-12T19:00:00
Changping,25,2016-12-18T18:00:00,2016-12-18T18:00:00,1,250.0,250.0,2016-12-18T18:00:00
Changping,26,2016-12-20T02:00:00,2016-12-22T01:00:00,48,405.125,596.0,2016-12-21T13:00:00
Changping,27,2016-12-31T11:00:00,2016-12-31T20:00:00,10,281.7,300.0,2016-12-31T16:00:00
Changping,28,2017-01-01T02:00:00,2017-01-02T03:00:00,26,455.961538,662.0,2017-01-01T12:00:00
Changping,29,2017-01-03T01:00:00,2017-01-03T01:00:00,1,280.0,280.0,2017-01-03T01:00:00
Changping,30,2017-01-03T11:00:00,2017-01-03T13:00:00,3,254.666667,266.0,2017-01-03T11:00:00
Changping,31,2017-01-03T21:00:00,2017-01-04T03:00:00,7,354.285714,416.0,2017-01-04T01:00:00
Changping,32,2017-01-04T18:00:00,2017-01-05T07:00:00,14,288.5,345.0,2017-01-04T23:00:00
Changping,33,2017-01-05T09:00:00,2017-01-05T13:00:00,5,261.2,280.0,2017-01-05T12:00:00
Changping,34,2017-01-05T18:00:00,2017-01-05T18:00:00,1,258.0,258.0,2017-01-05T18:00:00
Changping,35,2017-01-06T10:00:00,2017-01-06T10:00:00,1,258.0,258.0,2017-01-06T10:00:00
Changping,36,2017-01-07T10:00:00,2017-01-07T12:00:00,3,269.0,297.0,2017-01-07T11:00:00
Changping,37,2017-01-26T02:00:00,2017-01-26T02:00:00,1,247.0,247.0,2017-01-26T02:00:00
Changping,38,2017-01-26T10:00:00,2017-01-26T12:00:00,3,295.0,323.0,2017-01-26T12:00:00
Changping,39,2017-01-28T01:00:00,2017-01-28T06:00:00,6,416.166667,539.0,2017-01-28T02:00:00
Changping,40,2017-01-28T08:00:00,2017-01-28T11:00:00,4,315.75,342.0,2017-01-28T09:00:00
Changping,41,2017-02-04T10:00:00,2017-02-04T13:00:00,4,276.75,296.0,2017-02-04T12:00:00
Changping,42,2017-02-15T09:00:00,2017-02-15T12:00:00,4,255.5,262.0,2017-02-15T11:00:00
Changping,43,2017-02-15T19:00:00,2017-02-16T04:00:00,10,273.2,335.0,2017-02-15T23:00:00
Dingling,1,2016-03-03T12:00:00,2016-03-04T19:00:00,32,379.9375,474.0,2016-03-04T09:00:00
Dingling,2,2016-03-16T08:00:00,2016-03-16T08:00:00,1,251.0,251.0,2016-03-16T08:00:00
Dingling,3,2016-03-16T15:00:00,2016-03-18T06:00:00,40,311.475,378.0,2016-03-17T09:00:00
Dingling,4,2016-03-18T08:00:00,2016-03-18T08:00:00,1,260.0,260.0,2016-03-18T08:00:00
Dingling,5,2016-03-31T16:00:00,2016-03-31T17:00:00,2,251.0,257.0,2016-03-31T16:00:00
Dingling,6,2016-05-03T23:00:00,2016-05-03T23:00:00,1,302.0,302.0,2016-05-03T23:00:00
Dingling,7,2016-05-04T08:00:00,2016-05-04T08:00:00,1,253.0,253.0,2016-05-04T08:00:00
Dingling,8,2016-05-06T00:00:00,2016-05-06T02:00:00,3,316.666667,358.0,2016-05-06T01:00:00
Dingling,9,2016-10-10T17:00:00,2016-10-10T17:00:00,1,414.0,414.0,2016-10-10T17:00:00
Dingling,10,2016-10-14T11:00:00,2016-10-15T01:00:00,15,283.133333,317.0,2016-10-14T18:00:00
Dingling,11,2016-10-15T14:00:00,2016-10-15T15:00:00,2,248.0,251.0,2016-10-15T15:00:00
Dingling,12,2016-10-20T05:00:00,2016-10-20T05:00:00,1,255.0,255.0,2016-10-20T05:00:00
Dingling,13,2016-11-04T11:00:00,2016-11-04T22:00:00,12,286.166667,306.0,2016-11-04T19:00:00
Dingling,14,2016-11-26T11:00:00,2016-11-26T11:00:00,1,261.0,261.0,2016-11-26T11:00:00
Dingling,15,2016-12-12T14:00:00,2016-12-12T22:00:00,9,262.888889,272.0,2016-12-12T19:00:00
Dingling,16,2016-12-18T13:00:00,2016-12-18T13:00:00,1,246.0,246.0,2016-12-18T13:00:00
Dingling,17,2016-12-20T10:00:00,2016-12-21T23:00:00,38,389.447368,493.0,2016-12-21T14:00:00
Dingling,18,2016-12-31T14:00:00,2016-12-31T20:00:00,7,272.571429,293.0,2016-12-31T17:00:00
Dingling,19,2017-01-01T09:00:00,2017-01-02T01:00:00,17,354.176471,536.0,2017-01-01T13:00:00
Dingling,20,2017-01-03T12:00:00,2017-01-03T13:00:00,2,256.0,267.0,2017-01-03T13:00:00
Dingling,21,2017-01-04T18:00:00,2017-01-04T20:00:00,3,260.333333,271.0,2017-01-04T19:00:00
Dingling,22,2017-01-04T22:00:00,2017-01-04T23:00:00,2,253.5,255.0,2017-01-04T23:00:00
Dingling,23,2017-01-05T01:00:00,2017-01-05T07:00:00,7,374.857143,413.0,2017-01-05T02:00:00
Dingling,24,2017-01-05T11:00:00,2017-01-05T14:00:00,4,279.5,307.0,2017-01-05T12:00:00
Dingling,25,2017-01-07T11:00:00,2017-01-07T12:00:00,2,271.0,274.0,2017-01-07T11:00:00
Dingling,26,2017-01-26T09:00:00,2017-01-26T11:00:00,3,268.666667,283.0,2017-01-26T11:00:00
Dingling,27,2017-01-28T03:00:00,2017-01-28T07:00:00,5,277.0,312.0,2017-01-28T04:00:00
Dingling,28,2017-01-28T09:00:00,2017-01-28T12:00:00,4,264.0,288.0,2017-01-28T11:00:00
Dingling,29,2017-02-04T09:00:00,2017-02-04T13:00:00,5,263.4,279.0,2017-02-04T12:00:00
Dingling,30,2017-02-15T11:00:00,2017-02-15T12:00:00,2,270.5,271.0,2017-02-15T12:00:00
Dingling,31,2017-02-15T20:00:00,2017-02-16T05:00:00,10,255.9,268.0,2017-02-15T23:00:00
Dongsi,1,2016-03-03T04:00:00,2016-03-03T06:00:00,3,258.666667,264.0,2016-03-03T05:00:00
Dongsi,2,2016-03-03T09:00:00,2016-03-04T21:00:00,37,330.054054,400.0,2016-03-04T00:00:00
Dongsi,3,2016-03-16T01:00:00,2016-03-16T02:00:00,2,251.5,253.0,2016-03-16T01:00:00
Dongsi,4,2016-03-16T12:00:00,2016-03-17T02:00:00,15,287.0,333.0,2016-03-16T21:00:00
Dongsi,5,2016-03-17T06:00:00,2016-03-18T10:00:00,29,333.103448,401.0,2016-03-18T03:00:00
Dongsi,6,2016-03-31T13:00:00,2016-03-31T15:00:00,3,257.666667,263.0,2016-03-31T14:00:00
Dongsi,7,2016-04-06T21:00:00,2016-04-07T05:00:00,9,259.0,268.0,2016-04-07T03:00:00
Dongsi,8,2016-04-09T14:00:00,2016-04-09T14:00:00,1,274.0,274.0,2016-04-09T14:00:00
Dongsi,9,2016-04-13T12:00:00,2016-04-13T14:00:00,3,281.666667,295.0,2016-04-13T13:00:00
Dongsi,10,2016-04-29T22:00:00,2016-04-30T05:00:00,8,260.75,280.0,2016-04-30T02:00:00
Dongsi,11,2016-05-01T12:00:00,2016-05-01T16:00:00,5,275.4,288.0,2016-05-01T15:00:00
Dongsi,12,2016-05-01T19:00:00,2016-05-01T20:00:00,2,299.5,319.0,2016-05-01T20:00:00
Dongsi,13,2016-05-06T00:00:00,2016-05-06T03:00:00,4,359.75,408.0,2016-05-06T02:00:00
Dongsi,14,2016-05-12T01:00:00,2016-05-12T01:00:00,1,293.0,293.0,2016-05-12T01:00:00
Dongsi,15,2016-07-04T04:00:00,2016-07-04T06:00:00,3,269.333333,274.0,2016-07-04T04:00:00
Dongsi,16,2016-09-25T00:00:00,2016-09-25T03:00:00,4,250.75,262.0,2016-09-25T01:00:00
Dongsi,17,2016-10-01T21:00:00,2016-10-01T21:00:00,1,253.0,253.0,2016-10-01T21:00:00
Dongsi,18,2016-10-02T20:00:00,2016-10-02T22:00:00,3,266.0,278.0,2016-10-02T21:00:00
Dongsi,19,2016-10-13T19:00:00,2016-10-14T03:00:00,9,280.777778,312.0,2016-10-14T01:00:00
Dongsi,20,2016-10-14T09:00:00,2016-10-14T10:00:00,2,272.5,275.0,2016-10-14T10:00:00
Dongsi,21,2016-10-14T14:00:00,2016-10-14T15:00:00,2,339.5,342.0,2016-10-14T14:00:00
Dongsi,22,2016-10-14T20:00:00,2016-10-14T23:00:00,4,268.0,300.0,2016-10-14T20:00:00
Dongsi,23,2016-10-15T03:00:00,2016-10-15T06:00:00,4,269.5,283.0,2016-10-15T05:00:00
Dongsi,24,2016-10-19T11:00:00,2016-10-20T04:00:00,18,291.5,316.0,2016-10-19T16:00:00
Dongsi,25,2016-11-03T15:00:00,2016-11-04T17:00:00,27,291.814815,345.0,2016-11-04T14:00:00
Dongsi,26,2016-11-04T20:00:00,2016-11-04T21:00:00,2,253.5,258.0,2016-11-04T21:00:00
Dongsi,27,2016-11-05T00:00:00,2016-11-05T02:00:00,3,252.666667,260.0,2016-11-05T01:00:00
Dongsi,28,2016-11-18T14:00:00,2016-11-18T15:00:00,2,249.5,253.0,2016-11-18T14:00:00
Dongsi,29,2016-11-19T19:00:00,2016-11-19T20:00:00,2,251.5,252.0,2016-11-19T19:00:00
Dongsi,30,2016-11-25T18:00:00,2016-11-26T11:00:00,18,319.5,379.0,2016-11-26T01:00:00
Dongsi,31,2016-11-26T13:00:00,2016-11-26T15:00:00,3,268.333333,300.0,2016-11-26T13:00:00
Dongsi,32,2016-11-26T17:00:00,2016-11-27T02:00:00,10,329.9,382.0,2016-11-27T00:00:00
Dongsi,33,2016-12-02T21:00:00,2016-12-02T23:00:00,3,256.333333,261.0,2016-12-02T22:00:00
Dongsi,34,2016-12-03T15:00:00,2016-12-04T10:00:00,20,428.45,558.0,2016-12-04T01:00:00
Dongsi,35,2016-12-04T19:00:00,2016-12-04T22:00:00,4,273.5,287.0,2016-12-04T21:00:00
Dongsi,36,2016-12-11T22:00:00,2016-12-12T02:00:00,5,254.0,261.0,2016-12-12T00:00:00
Dongsi,37,2016-12-12T12:00:00,2016-12-12T12:00:00,1,250.0,250.0,2016-12-12T12:00:00
Dongsi,38,2016-12-16T19:00:00,2016-12-16T22:00:00,4,279.5,285.0,2016-12-16T22:00:00
Dongsi,39,2016-12-17T02:00:00,2016-12-17T02:00:00,1,260.0,260.0,2016-12-17T02:00:00
Dongsi,40,2016-12-17T13:00:00,2016-12-18T05:00:00,17,330.294118,401.0,2016-12-17T20:00:00
Dongsi,41,2016-12-18T18:00:00,2016-12-19T05:00:00,12,296.833333,329.0,2016-12-19T04:00:00
Dongsi,42,2016-12-19T19:00:00,2016-12-22T02:00:00,56,403.875,494.0,2016-12-19T23:00:00
Dongsi,43,2016-12-29T22:00:00,2016-12-30T05:00:00,8,397.25,447.0,2016-12-30T03:00:00
Dongsi,44,2016-12-30T17:00:00,2016-12-31T08:00:00,16,342.25,392.0,2016-12-30T19:00:00
Dongsi,45,2016-12-31T13:00:00,2017-01-02T03:00:00,39,466.641026,589.0,2017-01-01T15:00:00
Dongsi,46,2017-01-02T12:00:00,2017-01-02T17:00:00,6,273.166667,291.0,2017-01-02T15:00:00
Dongsi,47,2017-01-02T23:00:00,2017-01-03T09:00:00,11,302.545455,362.0,2017-01-03T06:00:00
Dongsi,48,2017-01-03T15:00:00,2017-01-04T09:00:00,19,497.631579,663.0,2017-01-04T03:00:00
Dongsi,49,2017-01-04T13:00:00,2017-01-04T13:00:00,1,254.0,254.0,2017-01-04T13:00:00
Dongsi,50,2017-01-04T17:00:00,2017-01-04T23:00:00,7,377.714286,405.0,2017-01-04T22:00:00
Dongsi,51,2017-01-05T05:00:00,2017-01-05T12:00:00,8,284.25,325.0,2017-01-05T06:00:00
Dongsi,52,2017-01-06T15:00:00,2017-01-06T16:00:00,2,246.0,247.0,2017-01-06T16:00:00
Dongsi,53,2017-01-07T00:00:00,2017-01-07T02:00:00,3,256.666667,265.0,2017-01-07T01:00:00
Dongsi,54,2017-01-07T05:00:00,2017-01-07T05:00:00,1,248.0,248.0,2017-01-07T05:00:00
Dongsi,55,2017-01-25T22:00:00,2017-01-26T11:00:00,14,305.857143,356.0,2017-01-26T03:00:00
Dongsi,56,2017-01-27T22:00:00,2017-01-28T13:00:00,16,433.6875,681.0,2017-01-28T04:00:00
Dongsi,57,2017-01-28T16:00:00,2017-01-29T01:00:00,10,268.6,300.0,2017-01-29T01:00:00
Dongsi,58,2017-02-03T18:00:00,2017-02-04T19:00:00,26,328.0,405.0,2017-02-04T19:00:00
Dongsi,59,2017-02-11T22:00:00,2017-02-12T02:00:00,5,288.2,377.0,2017-02-11T23:00:00
Dongsi,60,2017-02-14T21:00:00,2017-02-15T06:00:00,10,257.3,278.0,2017-02-15T01:00:00
Dongsi,61,2017-02-15T09:00:00,2017-02-15T12:00:00,4,257.25,265.0,2017-02-15T11:00:00
Dongsi,62,2017-02-15T18:00:00,2017-02-16T07:00:00,14,272.214286,284.0,2017-02-15T21:00:00
Guanyuan,1,2016-03-03T10:00:00,2016-03-04T21:00:00,36,316.055556,385.0,2016-03-03T23:00:00
Guanyuan,2,2016-03-16T13:00:00,2016-03-18T10:00:00,46,316.782609,402.0,2016-03-18T00:00:00
Guanyuan,3,2016-03-31T15:00:00,2016-03-31T16:00:00,2,248.0,250.0,2016-03-31T16:00:00
Guanyuan,4,2016-04-06T20:00:00,2016-04-06T20:00:00,1,246.0,246.0,2016-04-06T20:00:00
Guanyuan,5,2016-04-13T13:00:00,2016-04-13T14:00:00,2,249.5,254.0,2016-04-13T14:00:00
Guanyuan,6,2016-04-30T00:00:00,2016-04-30T03:00:00,4,254.75,265.0,2016-04-30T01:00:00
Guanyuan,7,2016-05-01T15:00:00,2016-05-01T15:00:00,1,247.0,247.0,2016-05-01T15:00:00
Guanyuan,8,2016-05-01T20:00:00,2016-05-01T20:00:00,1,272.0,272.0,2016-05-01T20:00:00
Guanyuan,9,2016-05-06T01:00:00,2016-05-06T02:00:00,2,308.5,320.0,2016-05-06T01:00:00
Guanyuan,10,2016-07-04T06:00:00,2016-07-04T07:00:00,2,259.5,270.0,2016-07-04T07:00:00
Guanyuan,11,2016-07-30T15:00:00,2016-07-30T17:00:00,3,251.0,254.0,2016-07-30T15:00:00
Guanyuan,12,2016-10-13T23:00:00,2016-10-14T00:00:00,2,255.5,257.0,2016-10-14T00:00:00
Guanyuan,13,2016-10-14T09:00:00,2016-10-14T16:00:00,8,286.25,353.0,2016-10-14T15:00:00
Guanyuan,14,2016-10-14T20:00:00,2016-10-15T05:00:00,10,283.0,298.0,2016-10-14T23:00:00
Guanyuan,15,2016-10-19T04:00:00,2016-10-19T05:00:00,2,256.5,262.0,2016-10-19T04:00:00
Guanyuan,16,2016-10-19T13:00:00,2016-10-19T14:00:00,2,281.5,300.0,2016-10-19T14:00:00
Guanyuan,17,2016-10-19T20:00:00,2016-10-19T21:00:00,2,254.0,263.0,2016-10-19T20:00:00
Guanyuan,18,2016-10-20T01:00:00,2016-10-20T04:00:00,4,264.25,276.0,2016-10-20T03:00:00
Guanyuan,19,2016-11-03T15:00:00,2016-11-03T16:00:00,2,283.5,295.0,2016-11-03T15:00:00
Guanyuan,20,2016-11-03T19:00:00,2016-11-04T07:00:00,13,264.615385,281.0,2016-11-04T01:00:00
Guanyuan,21,2016-11-04T09:00:00,2016-11-04T19:00:00,11,291.363636,350.0,2016-11-04T15:00:00
Guanyuan,22,2016-11-04T23:00:00,2016-11-05T04:00:00,6,261.0,268.0,2016-11-05T02:00:00
Guanyuan,23,2016-11-18T13:00:00,2016-11-18T16:00:00,4,255.5,270.0,2016-11-18T15:00:00
Guanyuan,24,2016-11-19T01:00:00,2016-11-19T01:00:00,1,246.0,246.0,2016-11-19T01:00:00
Guanyuan,25,2016-11-19T20:00:00,2016-11-19T20:00:00,1,245.0,245.0,2016-11-19T20:00:00
Guanyuan,26,2016-11-25T19:00:00,2016-11-26T01:00:00,7,336.142857,380.0,2016-11-26T00:00:00
Guanyuan,27,2016-11-26T05:00:00,2016-11-26T11:00:00,7,301.428571,321.0,2016-11-26T06:00:00
Guanyuan,28,2016-11-26T13:00:00,2016-11-26T14:00:00,2,281.0,308.0,2016-11-26T13:00:00
Guanyuan,29,2016-11-26T16:00:00,2016-11-27T02:00:00,11,323.272727,377.0,2016-11-26T22:00:00
Guanyuan,30,2016-12-03T17:00:00,2016-12-04T11:00:00,19,392.263158,521.0,2016-12-04T03:00:00
Guanyuan,31,2016-12-04T20:00:00,2016-12-04T23:00:00,4,269.0,273.0,2016-12-04T20:00:00
Guanyuan,32,2016-12-06T18:00:00,2016-12-06T18:00:00,1,258.0,258.0,2016-12-06T18:00:00
Guanyuan,33,2016-12-12T13:00:00,2016-12-12T13:00:00,1,251.0,251.0,2016-12-12T13:00:00
Guanyuan,34,2016-12-16T19:00:00,2016-12-16T22:00:00,4,261.25,270.0,2016-12-16T20:00:00
Guanyuan,35,2016-12-17T14:00:00,2016-12-18T01:00:00,12,316.25,384.0,2016-12-17T22:00:00
Guanyuan,36,2016-12-18T18:00:00,2016-12-19T00:00:00,7,277.142857,285.0,2016-12-18T21:00:00
Guanyuan,37,2016-12-19T04:00:00,2016-12-19T08:00:00,5,282.6,313.0,2016-12-19T05:00:00
Guanyuan,38,2016-12-19T10:00:00,2016-12-19T10:00:00,1,250.0,250.0,2016-12-19T10:00:00
Guanyuan,39,2016-12-19T12:00:00,2016-12-19T13:00:00,2,248.0,251.0,2016-12-19T12:00:00
Guanyuan,40,2016-12-19T19:00:00,2016-12-20T08:00:00,14,435.928571,524.0,2016-12-20T03:00:00
Guanyuan,41,2016-12-20T10:00:00,2016-12-20T11:00:00,2,254.0,258.0,2016-12-20T10:00:00
Guanyuan,42,2016-12-20T13:00:00,2016-12-22T02:00:00,38,406.026316,508.0,2016-12-20T16:00:00
Guanyuan,43,2016-12-29T22:00:00,2016-12-30T03:00:00,6,354.0,442.0,2016-12-30T01:00:00
Guanyuan,44,2016-12-30T16:00:00,2016-12-31T07:00:00,16,314.4375,372.0,2016-12-31T01:00:00
Guanyuan,45,2016-12-31T12:00:00,2017-01-02T03:00:00,40,457.05,575.0,2017-01-01T14:00:00
Guanyuan,46,2017-01-02T12:00:00,2017-01-02T12:00:00,1,252.0,252.0,2017-01-02T12:00:00
Guanyuan,47,2017-01-02T15:00:00,2017-01-02T15:00:00,1,263.0,263.0,2017-01-02T15:00:00
Guanyuan,48,2017-01-03T02:00:00,2017-01-03T07:00:00,6,283.0,286.0,2017-01-03T04:00:00
Guanyuan,49,2017-01-03T16:00:00,2017-01-03T16:00:00,1,379.0,379.0,2017-01-03T16:00:00
Guanyuan,50,2017-01-04T14:00:00,2017-01-05T00:00:00,11,333.636364,382.0,2017-01-04T22:00:00
Guanyuan,51,2017-01-05T05:00:00,2017-01-05T11:00:00,7,277.142857,326.0,2017-01-05T06:00:00
Guanyuan,52,2017-01-25T23:00:00,2017-01-26T12:00:00,14,268.785714,310.0,2017-01-26T03:00:00
Guanyuan,53,2017-01-27T22:00:00,2017-01-28T12:00:00,15,430.533333,664.0,2017-01-28T02:00:00
Guanyuan,54,2017-01-28T20:00:00,2017-01-29T01:00:00,6,272.666667,293.0,2017-01-29T00:00:00
Guanyuan,55,2017-02-03T19:00:00,2017-02-04T01:00:00,7,305.571429,337.0,2017-02-03T22:00:00
Guanyuan,56,2017-02-04T03:00:00,2017-02-04T13:00:00,11,292.090909,323.0,2017-02-04T08:00:00
Guanyuan,57,2017-02-04T16:00:00,2017-02-04T19:00:00,4,348.25,365.0,2017-02-04T18:00:00
