No,year,month,day,hour,timestamp,partition,exclusion_reason
590,2010,1,25,13,2010-01-25 13:00:00,development_train,missing_pm25_target
591,2010,1,25,14,2010-01-25 14:00:00,development_train,missing_pm25_target
592,2010,1,25,15,2010-01-25 15:00:00,development_train,missing_pm25_target
593,2010,1,25,16,2010-01-25 16:00:00,development_train,missing_pm25_target
594,2010,1,25,17,2010-01-25 17:00:00,development_train,missing_pm25_target
595,2010,1,25,18,2010-01-25 18:00:00,development_train,missing_pm25_target
596,2010,1,25,19,2010-01-25 19:00:00,development_train,missing_pm25_target
597,2010,1,25,20,2010-01-25 20:00:00,development_train,missing_pm25_target
598,2010,1,25,21,2010-01-25 21:00:00,development_train,missing_pm25_target
599,2010,1,25,22,2010-01-25 22:00:00,development_train,missing_pm25_target
600,2010,1,25,23,2010-01-25 23:00:00,development_train,missing_pm25_target
601,2010,1,26,0,2010-01-26 00:00:00,development_train,missing_pm25_target
602,2010,1,26,1,2010-01-26 01:00:00,development_train,missing_pm25_target
603,2010,1,26,2,2010-01-26 02:00:00,development_train,missing_pm25_target
604,2010,1,26,3,2010-01-26 03:00:00,development_train,missing_pm25_target
605,2010,1,26,4,2010-01-26 04:00:00,development_train,missing_pm25_target
606,2010,1,26,5,2010-01-26 05:00:00,development_train,missing_pm25_target
607,2010,1,26,6,2010-01-26 06:00:00,development_train,missing_pm25_target
608,2010,1,26,7,2010-01-26 07:00:00,development_train,missing_pm25_target
609,2010,1,26,8,2010-01-26 08:00:00,development_train,missing_pm25_target
610,2010,1,26,9,2010-01-26 09:00:00,development_train,missing_pm25_target
611,2010,1,26,10,2010-01-26 10:00:00,development_train,missing_pm25_target
612,2010,1,26,11,2010-01-26 11:00:00,development_train,missing_pm25_target
1059,2010,2,14,2,2010-02-14 02:00:00,development_train,missing_pm25_target
1878,2010,3,20,5,2010-03-20 05:00:00,development_train,missing_pm25_target
1879,2010,3,20,6,2010-03-20 06:00:00,development_train,missing_pm25_target
1944,2010,3,22,23,2010-03-22 23:00:00,development_train,missing_pm25_target
2119,2010,3,30,6,2010-03-30 06:00:00,development_train,missing_pm25_target
2120,2010,3,30,7,2010-03-30 07:00:00,development_train,missing_pm25_target
2121,2010,3,30,8,2010-03-30 08:00:00,development_train,missing_pm25_target
2122,2010,3,30,9,2010-03-30 09:00:00,development_train,missing_pm25_target
2123,2010,3,30,10,2010-03-30 10:00:00,development_train,missing_pm25_target
2124,2010,3,30,11,2010-03-30 11:00:00,development_train,missing_pm25_target
2125,2010,3,30,12,2010-03-30 12:00:00,development_train,missing_pm25_target
2127,2010,3,30,14,2010-03-30 14:00:00,development_train,missing_pm25_target
2128,2010,3,30,15,2010-03-30 15:00:00,development_train,missing_pm25_target
2129,2010,3,30,16,2010-03-30 16:00:00,development_train,missing_pm25_target
2130,2010,3,30,17,2010-03-30 17:00:00,development_train,missing_pm25_target
2131,2010,3,30,18,2010-03-30 18:00:00,development_train,missing_pm25_target
2132,2010,3,30,19,2010-03-30 19:00:00,development_train,missing_pm25_target
2133,2010,3,30,20,2010-03-30 20:00:00,development_train,missing_pm25_target
2134,2010,3,30,21,2010-03-30 21:00:00,development_train,missing_pm25_target
2135,2010,3,30,22,2010-03-30 22:00:00,development_train,missing_pm25_target
2136,2010,3,30,23,2010-03-30 23:00:00,development_train,missing_pm25_target
2137,2010,3,31,0,2010-03-31 00:00:00,development_train,missing_pm25_target
2138,2010,3,31,1,2010-03-31 01:00:00,development_train,missing_pm25_target
2139,2010,3,31,2,2010-03-31 02:00:00,development_train,missing_pm25_target
2140,2010,3,31,3,2010-03-31 03:00:00,development_train,missing_pm25_target
2141,2010,3,31,4,2010-03-31 04:00:00,development_train,missing_pm25_target
2142,2010,3,31,5,2010-03-31 05:00:00,development_train,missing_pm25_target
2143,2010,3,31,6,2010-03-31 06:00:00,development_train,missing_pm25_target
2146,2010,3,31,9,2010-03-31 09:00:00,development_train,missing_pm25_target
2147,2010,3,31,10,2010-03-31 10:00:00,development_train,missing_pm25_target
2148,2010,3,31,11,2010-03-31 11:00:00,development_train,missing_pm25_target
2149,2010,3,31,12,2010-03-31 12:00:00,development_train,missing_pm25_target
2150,2010,3,31,13,2010-03-31 13:00:00,development_train,missing_pm25_target
2151,2010,3,31,14,2010-03-31 14:00:00,development_train,missing_pm25_target
2152,2010,3,31,15,2010-03-31 15:00:00,development_train,missing_pm25_target
2153,2010,3,31,16,2010-03-31 16:00:00,development_train,missing_pm25_target
2172,2010,4,1,11,2010-04-01 11:00:00,development_train,missing_pm25_target
2173,2010,4,1,12,2010-04-01 12:00:00,development_train,missing_pm25_target
3282,2010,5,17,17,2010-05-17 17:00:00,development_train,missing_pm25_target
3283,2010,5,17,18,2010-05-17 18:00:00,development_train,missing_pm25_target
3524,2010,5,27,19,2010-05-27 19:00:00,development_train,missing_pm25_target
3525,2010,5,27,20,2010-05-27 20:00:00,development_train,missing_pm25_target
3526,2010,5,27,21,2010-05-27 21:00:00,development_train,missing_pm25_target
3527,2010,5,27,22,2010-05-27 22:00:00,development_train,missing_pm25_target
3528,2010,5,27,23,2010-05-27 23:00:00,development_train,missing_pm25_target
3641,2010,6,1,16,2010-06-01 16:00:00,development_train,missing_pm25_target
3647,2010,6,1,22,2010-06-01 22:00:00,development_train,missing_pm25_target
3648,2010,6,1,23,2010-06-01 23:00:00,development_train,missing_pm25_target
3649,2010,6,2,0,2010-06-02 00:00:00,development_train,missing_pm25_target
3650,2010,6,2,1,2010-06-02 01:00:00,development_train,missing_pm25_target
3651,2010,6,2,2,2010-06-02 02:00:00,development_train,missing_pm25_target
3652,2010,6,2,3,2010-06-02 03:00:00,development_train,missing_pm25_target
3653,2010,6,2,4,2010-06-02 04:00:00,development_train,missing_pm25_target
3654,2010,6,2,5,2010-06-02 05:00:00,development_train,missing_pm25_target
3655,2010,6,2,6,2010-06-02 06:00:00,development_train,missing_pm25_target
3656,2010,6,2,7,2010-06-02 07:00:00,development_train,missing_pm25_target
3657,2010,6,2,8,2010-06-02 08:00:00,development_train,missing_pm25_target
3658,2010,6,2,9,2010-06-02 09:00:00,development_train,missing_pm25_target
3659,2010,6,2,10,2010-06-02 10:00:00,development_train,missing_pm25_target
3660,2010,6,2,11,2010-06-02 11:00:00,development_train,missing_pm25_target
3661,2010,6,2,12,2010-06-02 12:00:00,development_train,missing_pm25_target
3662,2010,6,2,13,2010-06-02 13:00:00,development_train,missing_pm25_target
3663,2010,6,2,14,2010-06-02 14:00:00,development_train,missing_pm25_target
3664,2010,6,2,15,2010-06-02 15:00:00,development_train,missing_pm25_target
3665,2010,6,2,16,2010-06-02 16:00:00,development_train,missing_pm25_target
3709,2010,6,4,12,2010-06-04 12:00:00,development_train,missing_pm25_target
3710,2010,6,4,13,2010-06-04 13:00:00,development_train,missing_pm25_target
3711,2010,6,4,14,2010-06-04 14:00:00,development_train,missing_pm25_target
3712,2010,6,4,15,2010-06-04 15:00:00,development_train,missing_pm25_target
3713,2010,6,4,16,2010-06-04 16:00:00,development_train,missing_pm25_target
3714,2010,6,4,17,2010-06-04 17:00:00,development_train,missing_pm25_target
3715,2010,6,4,18,2010-06-04 18:00:00,development_train,missing_pm25_target
3716,2010,6,4,19,2010-06-04 19:00:00,development_train,missing_pm25_target
3717,2010,6,4,20,2010-06-04 20:00:00,development_train,missing_pm25_target
3718,2010,6,4,21,2010-06-04 21:00:00,development_train,missing_pm25_target
3719,2010,6,4,22,2010-06-04 22:00:00,development_train,missing_pm25_target
3720,2010,6,4,23,2010-06-04 23:00:00,development_train,missing_pm25_target
3721,2010,6,5,0,2010-06-05 00:00:00,development_train,missing_pm25_target
3722,2010,6,5,1,2010-06-05 01:00:00,development_train,missing_pm25_target
3723,2010,6,5,2,2010-06-05 02:00:00,development_train,missing_pm25_target
3724,2010,6,5,3,2010-06-05 03:00:00,development_train,missing_pm25_target
3725,2010,6,5,4,2010-06-05 04:00:00,development_train,missing_pm25_target
3726,2010,6,5,5,2010-06-05 05:00:00,development_train,missing_pm25_target
3727,2010,6,5,6,2010-06-05 06:00:00,development_train,missing_pm25_target
3728,2010,6,5,7,2010-06-05 07:00:00,development_train,missing_pm25_target
3729,2010,6,5,8,2010-06-05 08:00:00,development_train,missing_pm25_target
3730,2010,6,5,9,2010-06-05 09:00:00,development_train,missing_pm25_target
3731,2010,6,5,10,2010-06-05 10:00:00,development_train,missing_pm25_target
3732,2010,6,5,11,2010-06-05 11:00:00,development_train,missing_pm25_target
3733,2010,6,5,12,2010-06-05 12:00:00,development_train,missing_pm25_target
3734,2010,6,5,13,2010-06-05 13:00:00,development_train,missing_pm25_target
3735,2010,6,5,14,2010-06-05 14:00:00,development_train,missing_pm25_target
3736,2010,6,5,15,2010-06-05 15:00:00,development_train,missing_pm25_target
3737,2010,6,5,16,2010-06-05 16:00:00,development_train,missing_pm25_target
3738,2010,6,5,17,2010-06-05 17:00:00,development_train,missing_pm25_target
3739,2010,6,5,18,2010-06-05 18:00:00,development_train,missing_pm25_target
3740,2010,6,5,19,2010-06-05 19:00:00,development_train,missing_pm25_target
3741,2010,6,5,20,2010-06-05 20:00:00,development_train,missing_pm25_target
3742,2010,6,5,21,2010-06-05 21:00:00,development_train,missing_pm25_target
3743,2010,6,5,22,2010-06-05 22:00:00,development_train,missing_pm25_target
3744,2010,6,5,23,2010-06-05 23:00:00,development_train,missing_pm25_target
3745,2010,6,6,0,2010-06-06 00:00:00,development_train,missing_pm25_target
3746,2010,6,6,1,2010-06-06 01:00:00,development_train,missing_pm25_target
3747,2010,6,6,2,2010-06-06 02:00:00,development_train,missing_pm25_target
3748,2010,6,6,3,2010-06-06 03:00:00,development_train,missing_pm25_target
3749,2010,6,6,4,2010-06-06 04:00:00,development_train,missing_pm25_target
3750,2010,6,6,5,2010-06-06 05:00:00,development_train,missing_pm25_target
3751,2010,6,6,6,2010-06-06 06:00:00,development_train,missing_pm25_target
3752,2010,6,6,7,2010-06-06 07:00:00,development_train,missing_pm25_target
3753,2010,6,6,8,2010-06-06 08:00:00,development_train,missing_pm25_target
3754,2010,6,6,9,2010-06-06 09:00:00,development_train,missing_pm25_target
3755,2010,6,6,10,2010-06-06 10:00:00,development_train,missing_pm25_target
3756,2010,6,6,11,2010-06-06 11:00:00,development_train,missing_pm25_target
3757,2010,6,6,12,2010-06-06 12:00:00,development_train,missing_pm25_target
3758,2010,6,6,13,2010-06-06 13:00:00,development_train,missing_pm25_target
3759,2010,6,6,14,2010-06-06 14:00:00,development_train,missing_pm25_target
3760,2010,6,6,15,2010-06-06 15:00:00,development_train,missing_pm25_target
3761,2010,6,6,16,2010-06-06 16:00:00,development_train,missing_pm25_target
3762,2010,6,6,17,2010-06-06 17:00:00,development_train,missing_pm25_target
3763,2010,6,6,18,2010-06-06 18:00:00,development_train,missing_pm25_target
3764,2010,6,6,19,2010-06-06 19:00:00,development_train,missing_pm25_target
3765,2010,6,6,20,2010-06-06 20:00:00,development_train,missing_pm25_target
3766,2010,6,6,21,2010-06-06 21:00:00,development_train,missing_pm25_target
3767,2010,6,6,22,2010-06-06 22:00:00,development_train,missing_pm25_target
3768,2010,6,6,23,2010-06-06 23:00:00,development_train,missing_pm25_target
3769,2010,6,7,0,2010-06-07 00:00:00,development_train,missing_pm25_target
3770,2010,6,7,1,2010-06-07 01:00:00,development_train,missing_pm25_target
3771,2010,6,7,2,2010-06-07 02:00:00,development_train,missing_pm25_target
3772,2010,6,7,3,2010-06-07 03:00:00,development_train,missing_pm25_target
3773,2010,6,7,4,2010-06-07 04:00:00,development_train,missing_pm25_target
3774,2010,6,7,5,2010-06-07 05:00:00,development_train,missing_pm25_target
3775,2010,6,7,6,2010-06-07 06:00:00,development_train,missing_pm25_target
3776,2010,6,7,7,2010-06-07 07:00:00,development_train,missing_pm25_target
3777,2010,6,7,8,2010-06-07 08:00:00,development_train,missing_pm25_target
3778,2010,6,7,9,2010-06-07 09:00:00,development_train,missing_pm25_target
3779,2010,6,7,10,2010-06-07 10:00:00,development_train,missing_pm25_target
3780,2010,6,7,11,2010-06-07 11:00:00,development_train,missing_pm25_target
3797,2010,6,8,4,2010-06-08 04:00:00,development_train,missing_pm25_target
3798,2010,6,8,5,2010-06-08 05:00:00,development_train,missing_pm25_target
3799,2010,6,8,6,2010-06-08 06:00:00,development_train,missing_pm25_target
3800,2010,6,8,7,2010-06-08 07:00:00,development_train,missing_pm25_target
3801,2010,6,8,8,2010-06-08 08:00:00,development_train,missing_pm25_target
3802,2010,6,8,9,2010-06-08 09:00:00,development_train,missing_pm25_target
3803,2010,6,8,10,2010-06-08 10:00:00,development_train,missing_pm25_target
3804,2010,6,8,11,2010-06-08 11:00:00,development_train,missing_pm25_target
3805,2010,6,8,12,2010-06-08 12:00:00,development_train,missing_pm25_target
3806,2010,6,8,13,2010-06-08 13:00:00,development_train,missing_pm25_target
3807,2010,6,8,14,2010-06-08 14:00:00,development_train,missing_pm25_target
3808,2010,6,8,15,2010-06-08 15:00:00,development_train,missing_pm25_target
3809,2010,6,8,16,2010-06-08 16:00:00,development_train,missing_pm25_target
3810,2010,6,8,17,2010-06-08 17:00:00,development_train,missing_pm25_target
3811,2010,6,8,18,2010-06-08 18:00:00,development_train,missing_pm25_target
3812,2010,6,8,19,2010-06-08 19:00:00,development_train,missing_pm25_target
3813,2010,6,8,20,2010-06-08 20:00:00,development_train,missing_pm25_target
3814,2010,6,8,21,2010-06-08 21:00:00,development_train,missing_pm25_target
3815,2010,6,8,22,2010-06-08 22:00:00,development_train,missing_pm25_target
3816,2010,6,8,23,2010-06-08 23:00:00,development_train,missing_pm25_target
3817,2010,6,9,0,2010-06-09 00:00:00,development_train,missing_pm25_target
3818,2010,6,9,1,2010-06-09 01:00:00,development_train,missing_pm25_target
3819,2010,6,9,2,2010-06-09 02:00:00,development_train,missing_pm25_target
3820,2010,6,9,3,2010-06-09 03:00:00,development_train,missing_pm25_target
3821,2010,6,9,4,2010-06-09 04:00:00,development_train,missing_pm25_target
3822,2010,6,9,5,2010-06-09 05:00:00,development_train,missing_pm25_target
3823,2010,6,9,6,2010-06-09 06:00:00,development_train,missing_pm25_target
3824,2010,6,9,7,2010-06-09 07:00:00,development_train,missing_pm25_target
3825,2010,6,9,8,2010-06-09 08:00:00,development_train,missing_pm25_target
3826,2010,6,9,9,2010-06-09 09:00:00,development_train,missing_pm25_target
3827,2010,6,9,10,2010-06-09 10:00:00,development_train,missing_pm25_target
3828,2010,6,9,11,2010-06-09 11:00:00,development_train,missing_pm25_target
3829,2010,6,9,12,2010-06-09 12:00:00,development_train,missing_pm25_target
3830,2010,6,9,13,2010-06-09 13:00:00,development_train,missing_pm25_target
3831,2010,6,9,14,2010-06-09 14:00:00,development_train,missing_pm25_target
3832,2010,6,9,15,2010-06-09 15:00:00,development_train,missing_pm25_target
3833,2010,6,9,16,2010-06-09 16:00:00,development_train,missing_pm25_target
4089,2010,6,20,8,2010-06-20 08:00:00,development_train,missing_pm25_target
4090,2010,6,20,9,2010-06-20 09:00:00,development_train,missing_pm25_target
4139,2010,6,22,10,2010-06-22 10:00:00,development_train,missing_pm25_target
4140,2010,6,22,11,2010-06-22 11:00:00,development_train,missing_pm25_target
4141,2010,6,22,12,2010-06-22 12:00:00,development_train,missing_pm25_target
4142,2010,6,22,13,2010-06-22 13:00:00,development_train,missing_pm25_target
4143,2010,6,22,14,2010-06-22 14:00:00,development_train,missing_pm25_target
4144,2010,6,22,15,2010-06-22 15:00:00,development_train,missing_pm25_target
4145,2010,6,22,16,2010-06-22 16:00:00,development_train,missing_pm25_target
4146,2010,6,22,17,2010-06-22 17:00:00,development_train,missing_pm25_target
4147,2010,6,22,18,2010-06-22 18:00:00,development_train,missing_pm25_target
4148,2010,6,22,19,2010-06-22 19:00:00,development_train,missing_pm25_target
4149,2010,6,22,20,2010-06-22 20:00:00,development_train,missing_pm25_target
4150,2010,6,22,21,2010-06-22 21:00:00,development_train,missing_pm25_target
4151,2010,6,22,22,2010-06-22 22:00:00,development_train,missing_pm25_target
4152,2010,6,22,23,2010-06-22 23:00:00,development_train,missing_pm25_target
4153,2010,6,23,0,2010-06-23 00:00:00,development_train,missing_pm25_target
4154,2010,6,23,1,2010-06-23 01:00:00,development_train,missing_pm25_target
4155,2010,6,23,2,2010-06-23 02:00:00,development_train,missing_pm25_target
4156,2010,6,23,3,2010-06-23 03:00:00,development_train,missing_pm25_target
4157,2010,6,23,4,2010-06-23 04:00:00,development_train,missing_pm25_target
4158,2010,6,23,5,2010-06-23 05:00:00,development_train,missing_pm25_target
4159,2010,6,23,6,2010-06-23 06:00:00,development_train,missing_pm25_target
4160,2010,6,23,7,2010-06-23 07:00:00,development_train,missing_pm25_target
4161,2010,6,23,8,2010-06-23 08:00:00,development_train,missing_pm25_target
4162,2010,6,23,9,2010-06-23 09:00:00,development_train,missing_pm25_target
5397,2010,8,13,20,2010-08-13 20:00:00,development_train,missing_pm25_target
5398,2010,8,13,21,2010-08-13 21:00:00,development_train,missing_pm25_target
5399,2010,8,13,22,2010-08-13 22:00:00,development_train,missing_pm25_target
5400,2010,8,13,23,2010-08-13 23:00:00,development_train,missing_pm25_target
5401,2010,8,14,0,2010-08-14 00:00:00,development_train,missing_pm25_target
5402,2010,8,14,1,2010-08-14 01:00:00,development_train,missing_pm25_target
5403,2010,8,14,2,2010-08-14 02:00:00,development_train,missing_pm25_target
5404,2010,8,14,3,2010-08-14 03:00:00,development_train,missing_pm25_target
5405,2010,8,14,4,2010-08-14 04:00:00,development_train,missing_pm25_target
5406,2010,8,14,5,2010-08-14 05:00:00,development_train,missing_pm25_target
5407,2010,8,14,6,2010-08-14 06:00:00,development_train,missing_pm25_target
5408,2010,8,14,7,2010-08-14 07:00:00,development_train,missing_pm25_target
5409,2010,8,14,8,2010-08-14 08:00:00,development_train,missing_pm25_target
5410,2010,8,14,9,2010-08-14 09:00:00,development_train,missing_pm25_target
5411,2010,8,14,10,2010-08-14 10:00:00,development_train,missing_pm25_target
5412,2010,8,14,11,2010-08-14 11:00:00,development_train,missing_pm25_target
5413,2010,8,14,12,2010-08-14 12:00:00,development_train,missing_pm25_target
5414,2010,8,14,13,2010-08-14 13:00:00,development_train,missing_pm25_target
5415,2010,8,14,14,2010-08-14 14:00:00,development_train,missing_pm25_target
5416,2010,8,14,15,2010-08-14 15:00:00,development_train,missing_pm25_target
5417,2010,8,14,16,2010-08-14 16:00:00,development_train,missing_pm25_target
5418,2010,8,14,17,2010-08-14 17:00:00,development_train,missing_pm25_target
5419,2010,8,14,18,2010-08-14 18:00:00,development_train,missing_pm25_target
5420,2010,8,14,19,2010-08-14 19:00:00,development_train,missing_pm25_target
5421,2010,8,14,20,2010-08-14 20:00:00,development_train,missing_pm25_target
5422,2010,8,14,21,2010-08-14 21:00:00,development_train,missing_pm25_target
5423,2010,8,14,22,2010-08-14 22:00:00,development_train,missing_pm25_target
5424,2010,8,14,23,2010-08-14 23:00:00,development_train,missing_pm25_target
5425,2010,8,15,0,2010-08-15 00:00:00,development_train,missing_pm25_target
5426,2010,8,15,1,2010-08-15 01:00:00,development_train,missing_pm25_target
5427,2010,8,15,2,2010-08-15 02:00:00,development_train,missing_pm25_target
5428,2010,8,15,3,2010-08-15 03:00:00,development_train,missing_pm25_target
5429,2010,8,15,4,2010-08-15 04:00:00,development_train,missing_pm25_target
5430,2010,8,15,5,2010-08-15 05:00:00,development_train,missing_pm25_target
5431,2010,8,15,6,2010-08-15 06:00:00,development_train,missing_pm25_target
5432,2010,8,15,7,2010-08-15 07:00:00,development_train,missing_pm25_target
5433,2010,8,15,8,2010-08-15 08:00:00,development_train,missing_pm25_target
5434,2010,8,15,9,2010-08-15 09:00:00,development_train,missing_pm25_target
5435,2010,8,15,10,2010-08-15 10:00:00,development_train,missing_pm25_target
5436,2010,8,15,11,2010-08-15 11:00:00,development_train,missing_pm25_target
5437,2010,8,15,12,2010-08-15 12:00:00,development_train,missing_pm25_target
5438,2010,8,15,13,2010-08-15 13:00:00,development_train,missing_pm25_target
5439,2010,8,15,14,2010-08-15 14:00:00,development_train,missing_pm25_target
5440,2010,8,15,15,2010-08-15 15:00:00,development_train,missing_pm25_target
5441,2010,8,15,16,2010-08-15 16:00:00,development_train,missing_pm25_target
5442,2010,8,15,17,2010-08-15 17:00:00,development_train,missing_pm25_target
5443,2010,8,15,18,2010-08-15 18:00:00,development_train,missing_pm25_target
5444,2010,8,15,19,2010-08-15 19:00:00,development_train,missing_pm25_target
5445,2010,8,15,20,2010-08-15 20:00:00,development_train,missing_pm25_target
5446,2010,8,15,21,2010-08-15 21:00:00,development_train,missing_pm25_target
5447,2010,8,15,22,2010-08-15 22:00:00,development_train,missing_pm25_target
5448,2010,8,15,23,2010-08-15 23:00:00,development_train,missing_pm25_target
5449,2010,8,16,0,2010-08-16 00:00:00,development_train,missing_pm25_target
5450,2010,8,16,1,2010-08-16 01:00:00,development_train,missing_pm25_target
5451,2010,8,16,2,2010-08-16 02:00:00,development_train,missing_pm25_target
5452,2010,8,16,3,2010-08-16 03:00:00,development_train,missing_pm25_target
5453,2010,8,16,4,2010-08-16 04:00:00,development_train,missing_pm25_target
5454,2010,8,16,5,2010-08-16 05:00:00,development_train,missing_pm25_target
5455,2010,8,16,6,2010-08-16 06:00:00,development_train,missing_pm25_target
5456,2010,8,16,7,2010-08-16 07:00:00,development_train,missing_pm25_target
5457,2010,8,16,8,2010-08-16 08:00:00,development_train,missing_pm25_target
5458,2010,8,16,9,2010-08-16 09:00:00,development_train,missing_pm25_target
5459,2010,8,16,10,2010-08-16 10:00:00,development_train,missing_pm25_target
5460,2010,8,16,11,2010-08-16 11:00:00,development_train,missing_pm25_target
5461,2010,8,16,12,2010-08-16 12:00:00,development_train,missing_pm25_target
5462,2010,8,16,13,2010-08-16 13:00:00,development_train,missing_pm25_target
5463,2010,8,16,14,2010-08-16 14:00:00,development_train,missing_pm25_target
5464,2010,8,16,15,2010-08-16 15:00:00,development_train,missing_pm25_target
6079,2010,9,11,6,2010-09-11 06:00:00,development_train,missing_pm25_target
6080,2010,9,11,7,2010-09-11 07:00:00,development_train,missing_pm25_target
6081,2010,9,11,8,2010-09-11 08:00:00,development_train,missing_pm25_target
6082,2010,9,11,9,2010-09-11 09:00:00,development_train,missing_pm25_target
6083,2010,9,11,10,2010-09-11 10:00:00,development_train,missing_pm25_target
6084,2010,9,11,11,2010-09-11 11:00:00,development_train,missing_pm25_target
6085,2010,9,11,12,2010-09-11 12:00:00,development_train,missing_pm25_target
6086,2010,9,11,13,2010-09-11 13:00:00,development_train,missing_pm25_target
6087,2010,9,11,14,2010-09-11 14:00:00,development_train,missing_pm25_target
6088,2010,9,11,15,2010-09-11 15:00:00,development_train,missing_pm25_target
